"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Towards using blockchain technology for IoT data access protection","N. Rifi; E. Rachkidi; N. Agoulmine; N. C. Taher","COSMO, IBISC Laboratory, University of Evry, France; COSMO, IBISC Laboratory, University of Evry, France; COSMO, IBISC Laboratory, University of Evry, France; Lebanese University, Faculty of Engineering and Azm Center for Researches, Tripoli, Lebanon","2017 IEEE 17th International Conference on Ubiquitous Wireless Broadband (ICUWB)","","2017","","","1","5","","","","10.1109/ICUWB.2017.8251003","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8251003","","Contracts;Sensors;Computer architecture;Peer-to-peer computing;Smart homes;Databases;Computational modeling","cloud computing;Internet;Internet of Things;peer-to-peer computing;security of data","fully decentralized peer;sophisticated connected devices;sensitive data;private data;security problems;cloud computing;wireless devices;IoT data access protection;blockchain technology","","","","","","","","","","IEEE","IEEE Conferences"
"A blockchain-based reputation system for data credibility assessment in vehicular networks","Z. Yang; K. Zheng; K. Yang; V. C. M. Leung","Intelligent Computing and Communication (IC) Lab, Key Laboratory of Universal Wireless Communication, Ministry of Education, Beijing University of Posts and Telecommunications (BUPT), Beijing, 100876, China; Intelligent Computing and Communication (IC) Lab, Key Laboratory of Universal Wireless Communication, Ministry of Education, Beijing University of Posts and Telecommunications (BUPT), Beijing, 100876, China; Department of Computer Science, University of Memphis, Memphis, TN 38152, USA; Department of Electrical and Computer Engineering, The University of British Columbia, Vancouver, BC, Canada V6T 1Z4","2017 IEEE 28th Annual International Symposium on Personal, Indoor, and Mobile Radio Communications (PIMRC)","","2017","","","1","5","","","","10.1109/PIMRC.2017.8292724","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8292724","Blockchain;reputation system;vehicular networks;data credibility","Sensors;Voting;Security;Reliability;Read only memory;Internet of Things;Broadcasting","data integrity;telecommunication security;vehicular ad hoc networks","data credibility assessment;blockchain techniques;vehicles rate;rating block;reputation value;message sender;reputation information;vehicular networks;blockchain-based reputation system;automobile industry;data authentication;temporary center node;traffic environments;data integrity","","","","","","","","","","IEEE","IEEE Conferences"
"Mining Information on Bitcoin Network Data","J. Zhu; P. Liu; L. He","NA; NA; NA","2017 IEEE International Conference on Internet of Things (iThings) and IEEE Green Computing and Communications (GreenCom) and IEEE Cyber, Physical and Social Computing (CPSCom) and IEEE Smart Data (SmartData)","","2017","","","999","1003","","","","10.1109/iThings-GreenCom-CPSCom-SmartData.2017.153","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8276874","Bitcoin;Data mining;Blockchain data;Network traffic","Bitcoin;IP networks;Online banking;Servers;Data mining;Market research","computer network security;cryptographic protocols;data mining;data privacy;electronic money;peer-to-peer computing","network traffic data;Bitcoin P2P protocol;Bitcoin transactions;Bitcoin address;blockchain data;bitcoin network data","","","","","","","","","","IEEE","IEEE Conferences"
"Blockchain for Supply Chain Cybersecurity, Optimization and Compliance","M. Mylrea; S. N. G. Gourisetti","Pacific Northwest National Laboratory; Pacific Northwest National Laboratory","2018 Resilience Week (RWS)","","2018","","","70","76","","","","10.1109/RWEEK.2018.8473517","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8473517","Blockchain;NERC CIP;cybersecurity;supply chain;cryptography;internet of things;data provenance;data management;electricity infrastructure;industrial control systems;IoT;cyber-physical security","Software;Supply chains;Contracts;Hardware","critical infrastructures;industrial control;power engineering computing;power grids;power system reliability;power system security;risk management;security of data;supply chain management","supply chain cybersecurity;power grid;trustworthy supply chain;secure global supply chain;formidable challenge;energy delivery systems;vendors;grid modernization;smart energy devices;cyber-physical energy supply chain;data speed;size requirements;critical cyber assets;North American Electric Reliability Corporation Critical Infrastructure Protection compliance requirements;cyber supply chain security challenges;Federal Energy Regulatory Commission instructed the North American Electric Reliability Corporation;cybersecurity supply chain risk management;networking;computing services;audit vulnerable EIoT environments;NERC CIP compliance;BES supply chain;provenance;auditability;reliable supply chain;Energy Internet of Things environment;bulk electric system operations","","","","","","","","","","IEEE","IEEE Conferences"
"Data management and searching system and method to provide increased security for IoT platform","M. Y. Jung; J. W. Jang","Department of Electronic Engineering Sogang University Seoul, South Korea; Department of Electronic Engineering Sogang University Seoul, South Korea","2017 International Conference on Information and Communication Technology Convergence (ICTC)","","2017","","","873","878","","","","10.1109/ICTC.2017.8190803","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190803","Internet of Things;Blockchain;Proof-of-Work;Data Management;Signature;Hash function","IP networks;Servers;Public key;Ports (Computers);Simulation;Databases","cryptography;digital signatures;file organisation;Internet of Things;peer-to-peer computing;telecommunication security","data management system;security properties;data integrity;searching system","","","","","","","","","","IEEE","IEEE Conferences"
"A Blockchain-Based Micro Economy Platform for Distributed Infrastructure Initiatives","J. Kramer; J. M. van der Werf; J. Stokking; M. Ruiz","NA; NA; NA; NA","2018 IEEE International Conference on Software Architecture (ICSA)","","2018","","","11","1109","","","","10.1109/ICSA.2018.00010","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8417112","Software architecture;blockchain;smart contract;digital currency;reward system","Contracts;Computer architecture;Bitcoin;Economics;Measurement","contracts;electronic money;Internet;Internet of Things","blockchain-based microeconomy platform;distributed Infrastructure Initiatives;DIIs;healthy ecosystem;economic model;digital currency;blockchain technology;infrastructure services;global distributed crowdsourced Internet;Things initiative;self-enforcing agreements","","","","","","","","","","IEEE","IEEE Conferences"
"The Blockchain in Microgrids for Transacting Energy and Attributing Losses","E. R. Sanseverino; M. L. D. Silvestre; P. Gallo; G. Zizzo; M. Ippolito","NA; NA; NA; NA; NA","2017 IEEE International Conference on Internet of Things (iThings) and IEEE Green Computing and Communications (GreenCom) and IEEE Cyber, Physical and Social Computing (CPSCom) and IEEE Smart Data (SmartData)","","2017","","","925","930","","","","10.1109/iThings-GreenCom-CPSCom-SmartData.2017.142","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8276862","Transactive energy;Energy blockchain;Micro-grids","Generators;Microgrids;Companies;Cryptocurrency;Reactive power;Distributed power generation","distributed power generation;power generation economics","power systems;energy losses annotation;reactive flows;PV systems;energy losses;islanded microgrids;distributed solution;blockchain mechanism;microgrids quest;energy distribution;attributing losses;cost attribution model;exemplary islanded microgrid;energy grid;energy transactions","","","","","","","","","","IEEE","IEEE Conferences"
"Role and Aplications of Iot in Online Transactions using Blockchain Technology","A. Shandilya; H. Gupta; S. K. Khatri","Amity University Uttar Pradesh, Noida, INDIA; Amity University Uttar Pradesh, Noida, INDIA; Amity University Uttar Pradesh, Noida, INDIA","2018 International Conference on Advances in Computing and Communication Engineering (ICACCE)","","2018","","","465","470","","","","10.1109/ICACCE.2018.8441735","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8441735","IoT;Blockchain;Ecosystem;Mining;Transactions;Autonomous;Convenient;Computation","Logic gates;Contracts;Performance evaluation;Ecosystems;Hardware","","","","","","","","","","","","IEEE","IEEE Conferences"
"TM-Coin: Trustworthy management of TCB measurements in IoT","J. Park; Kwangjo Kim","Institute of ETRI, South Korea; Graduate School of Information Security, School of Computing, KAIST, South Korea","2017 IEEE International Conference on Pervasive Computing and Communications Workshops (PerCom Workshops)","","2017","","","654","659","","","","10.1109/PERCOMW.2017.7917640","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7917640","IoT;measurement management;remote attestation;blockchain;ARM TrustZone","Public key;Protocols;Current measurement;Performance evaluation;Hardware;Conferences","database management systems;Internet of Things;trusted computing","trusted computing base;TCB measurement trustworthy management;remote attestation redundant execution;TCB measurement-coin;TM-Coin;ARM TrustZone;TM-Coin transactions;IoT devices;decentralized database;sensed data remote attestation","","","","","","","","","","IEEE","IEEE Conferences"
"Securing Smart Cities Using Blockchain Technology","K. Biswas; V. Muthukkumarasamy","NA; NA","2016 IEEE 18th International Conference on High Performance Computing and Communications; IEEE 14th International Conference on Smart City; IEEE 2nd International Conference on Data Science and Systems (HPCC/SmartCity/DSS)","","2016","","","1392","1393","","","","10.1109/HPCC-SmartCity-DSS.2016.0198","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7828539","Smart city;Smart device;Blockchain;Security","","data privacy;smart cities","smart city;information technology;physical infrastructures;social infrastructures;business infrastructures;resources utilization;information security;privacy;security framework;blockchain technology;smart devices;secure communication","","","","","","","","","","IEEE","IEEE Conferences"
"Performance Analysis and Application of Mobile Blockchain","K. Suankaewmanee; D. T. Hoang; D. Niyato; S. Sawadsitang; P. Wang; Z. Han","School of Computer Science and Engineering, Nanyang Technological University, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Singapore; Department of Electrical and Computer Engineering, University of Houston, USA","2018 International Conference on Computing, Networking and Communications (ICNC)","","2018","","","642","646","","","","10.1109/ICCNC.2018.8390265","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390265","Blockchain;mobile commerce;Android application;mobile security","Peer-to-peer computing;Mobile nodes;Servers;Public key","cloud computing;data mining;electronic commerce;Internet;mobile computing;security of data","performance analysis;mobile blockchain;mobile security;mobile commerce;data security problems;effective security solution;cloud computing;Internet-of-Things;m-commerce application;blockchain technology;MobiChain application;mobile devices;efficient security solution;future m-commerce","","","","","","","","","","IEEE","IEEE Conferences"
